Grid	Lat/Lon hddd°mm.mmm'
Datum	WGS 84



Header	Name	Start Time	Elapsed Time	Length	Average Speed	Link

Track	Ïóøêèíî - Èñòðà - Íîâ.Èåðóñàëèì - ßõðîìà - Äìèòðîâ - Ñåðãèåâ Ïîñàä	02/10/2005 10:38:38 	3:48:04	276 km	73 kph

Header	Position	Time	Altitude	Depth	Temperature	Leg Length	Leg Time	Leg Speed	Leg Course
Trackpoint	N56 07.854 E37 47.334	02/10/2005 10:56:24 	192 m			157 m	0:00:06	94 kph	301° true
Trackpoint	N56 07.887 E37 47.255	02/10/2005 10:56:28 	192 m			101 m	0:00:04	91 kph	307° true
Trackpoint	N56 07.945 E37 47.146	02/10/2005 10:56:34 	192 m			157 m	0:00:06	94 kph	314° true
Trackpoint	N56 08.010 E37 47.043	02/10/2005 10:56:40 	193 m			161 m	0:00:06	97 kph	319° true
Trackpoint	N56 08.091 E37 46.936	02/10/2005 10:56:47 	194 m			186 m	0:00:07	96 kph	324° true
Trackpoint	N56 08.132 E37 46.873	02/10/2005 10:56:51 	194 m			101 m	0:00:04	90 kph	320° true
Trackpoint	N56 08.171 E37 46.775	02/10/2005 10:56:56 	195 m			124 m	0:00:05	90 kph	305° true
Trackpoint	N56 08.196 E37 46.688	02/10/2005 10:57:00 	197 m			102 m	0:00:04	91 kph	297° true
Trackpoint	N56 08.241 E37 46.503	02/10/2005 10:57:08 	196 m			209 m	0:00:08	94 kph	294° true
Trackpoint	N56 08.279 E37 46.348	02/10/2005 10:57:15 	196 m			175 m	0:00:07	90 kph	294° true
Trackpoint	N56 08.313 E37 46.250	02/10/2005 10:57:20 	196 m			119 m	0:00:05	86 kph	302° true
Trackpoint	N56 08.358 E37 46.153	02/10/2005 10:57:25 	197 m			130 m	0:00:05	93 kph	310° true
Trackpoint	N56 08.446 E37 45.972	02/10/2005 10:57:34 	197 m			249 m	0:00:09	99 kph	311° true
Trackpoint	N56 08.538 E37 45.785	02/10/2005 10:57:43 	196 m			258 m	0:00:09	103 kph	311° true
Trackpoint	N56 08.649 E37 45.558	02/10/2005 10:57:54 	195 m			312 m	0:00:11	102 kph	311° true
Trackpoint	N56 08.707 E37 45.448	02/10/2005 10:58:00 	193 m			157 m	0:00:06	94 kph	313° true
Trackpoint	N56 08.740 E37 45.381	02/10/2005 10:58:04 	190 m			92 m	0:00:04	83 kph	311° true
Trackpoint	N56 08.764 E37 45.323	02/10/2005 10:58:08 	190 m			75 m	0:00:04	68 kph	307° true
Trackpoint	N56 08.778 E37 45.276	02/10/2005 10:58:12 	190 m			55 m	0:00:04	49 kph	298° true
Trackpoint	N56 08.791 E37 45.205	02/10/2005 10:58:19 	189 m			78 m	0:00:07	40 kph	289° true
Trackpoint	N56 08.803 E37 45.144	02/10/2005 10:58:24 	187 m			66 m	0:00:05	48 kph	288° true
Trackpoint	N56 08.815 E37 45.081	02/10/2005 10:58:28 	186 m			69 m	0:00:04	62 kph	289° true
Trackpoint	N56 08.838 E37 45.025	02/10/2005 10:58:32 	186 m			73 m	0:00:04	66 kph	307° true
Trackpoint	N56 08.865 E37 45.000	02/10/2005 10:58:35 	187 m			56 m	0:00:03	67 kph	333° true
Trackpoint	N56 08.896 E37 44.990	02/10/2005 10:58:38 	188 m			57 m	0:00:03	69 kph	349° true
Trackpoint	N56 08.917 E37 44.989	02/10/2005 10:58:40 	189 m			39 m	0:00:02	71 kph	359° true
Trackpoint	N56 09.004 E37 45.004	02/10/2005 10:58:48 	194 m			162 m	0:00:08	73 kph	5° true
Trackpoint	N56 09.114 E37 45.020	02/10/2005 10:58:58 	198 m			205 m	0:00:10	74 kph	5° true
Trackpoint	N56 09.173 E37 45.010	02/10/2005 10:59:03 	199 m			110 m	0:00:05	79 kph	355° true
Trackpoint	N56 09.224 E37 45.001	02/10/2005 10:59:08 	200 m			95 m	0:00:05	69 kph	354° true
Trackpoint	N56 09.242 E37 44.997	02/10/2005 10:59:11 	201 m			32 m	0:00:03	39 kph	354° true
Trackpoint	N56 09.256 E37 44.996	02/10/2005 10:59:15 	202 m			26 m	0:00:04	23 kph	356° true
Trackpoint	N56 09.267 E37 44.974	02/10/2005 10:59:19 	202 m			31 m	0:00:04	28 kph	314° true
Trackpoint	N56 09.269 E37 44.964	02/10/2005 10:59:20 	203 m			11 m	0:00:01	40 kph	283° true
Trackpoint	N56 09.279 E37 44.884	02/10/2005 10:59:26 	207 m			84 m	0:00:06	50 kph	283° true
Trackpoint	N56 09.289 E37 44.804	02/10/2005 10:59:32 	213 m			85 m	0:00:06	51 kph	283° true
Trackpoint	N56 09.303 E37 44.700	02/10/2005 10:59:39 	217 m			110 m	0:00:07	56 kph	283° true
Trackpoint	N56 09.317 E37 44.594	02/10/2005 10:59:45 	218 m			113 m	0:00:06	68 kph	283° true
Trackpoint	N56 09.330 E37 44.490	02/10/2005 10:59:50 	218 m			110 m	0:00:05	79 kph	284° true
Trackpoint	N56 09.349 E37 44.351	02/10/2005 10:59:56 	218 m			148 m	0:00:06	89 kph	283° true
Trackpoint	N56 09.377 E37 44.138	02/10/2005 11:00:05 	216 m			226 m	0:00:09	91 kph	283° true
Trackpoint	N56 09.408 E37 43.900	02/10/2005 11:00:15 	203 m			252 m	0:00:10	91 kph	283° true
Trackpoint	N56 09.425 E37 43.763	02/10/2005 11:00:20 	199 m			145 m	0:00:05	105 kph	282° true
Trackpoint	N56 09.445 E37 43.611	02/10/2005 11:00:25 	197 m			162 m	0:00:05	116 kph	284° true
Trackpoint	N56 09.471 E37 43.425	02/10/2005 11:00:31 	196 m			197 m	0:00:06	118 kph	284° true
Trackpoint	N56 09.496 E37 43.300	02/10/2005 11:00:35 	195 m			138 m	0:00:04	124 kph	289° true
Trackpoint	N56 09.541 E37 43.109	02/10/2005 11:00:41 	193 m			214 m	0:00:06	128 kph	293° true
Trackpoint	N56 09.626 E37 42.760	02/10/2005 11:00:52 	188 m			393 m	0:00:11	129 kph	294° true
Trackpoint	N56 09.690 E37 42.494	02/10/2005 11:01:00 	194 m			300 m	0:00:08	135 kph	294° true
Trackpoint	N56 09.760 E37 42.206	02/10/2005 11:01:09 	203 m			325 m	0:00:09	130 kph	294° true
Trackpoint	N56 09.794 E37 42.067	02/10/2005 11:01:14 	208 m			157 m	0:00:05	113 kph	294° true
