Grid	Lat/Lon hddd°mm.mmm'
Datum	WGS 84



Header	Name	Start Time	Elapsed Time	Length	Average Speed	Link

Track	10-jun-04	11/06/2004 09:34:01 	2:06:08	149 km	71 kph

Header	Position	Time	Altitude	Depth	Temperature	Leg Length	Leg Time	Leg Speed	Leg Course
Trackpoint	N60 09.934 E29 58.382	11/06/2004 10:16:47 	18 m			567 m	0:00:22	93 kph	356° true
Trackpoint	N60 10.123 E29 58.282	11/06/2004 10:17:01 	19 m			362 m	0:00:14	93 kph	345° true
Trackpoint	N60 10.263 E29 58.150	11/06/2004 10:17:12 	18 m			288 m	0:00:11	94 kph	335° true
Trackpoint	N60 10.420 E29 57.945	11/06/2004 10:17:25 	20 m			347 m	0:00:13	96 kph	327° true
Trackpoint	N60 10.678 E29 57.569	11/06/2004 10:17:47 	18 m			591 m	0:00:22	97 kph	324° true
Trackpoint	N60 10.989 E29 57.127	11/06/2004 10:18:14 	20 m			707 m	0:00:27	94 kph	325° true
Trackpoint	N60 11.165 E29 56.939	11/06/2004 10:18:28 	19 m			370 m	0:00:14	95 kph	332° true
Trackpoint	N60 11.369 E29 56.789	11/06/2004 10:18:43 	20 m			402 m	0:00:15	97 kph	340° true
Trackpoint	N60 11.544 E29 56.688	11/06/2004 10:18:55 	23 m			338 m	0:00:12	101 kph	344° true
Trackpoint	N60 11.817 E29 56.530	11/06/2004 10:19:14 	26 m			527 m	0:00:19	100 kph	344° true
Trackpoint	N60 12.103 E29 56.392	11/06/2004 10:19:34 	28 m			545 m	0:00:20	98 kph	347° true
Trackpoint	N60 12.279 E29 56.360	11/06/2004 10:19:47 	29 m			329 m	0:00:13	91 kph	355° true
Trackpoint	N60 12.482 E29 56.368	11/06/2004 10:20:03 	32 m			377 m	0:00:16	85 kph	1° true
Trackpoint	N60 12.638 E29 56.393	11/06/2004 10:20:17 	39 m			290 m	0:00:14	75 kph	5° true
Trackpoint	N60 12.786 E29 56.419	11/06/2004 10:20:32 	43 m			275 m	0:00:15	66 kph	5° true
Trackpoint	N60 12.856 E29 56.428	11/06/2004 10:20:41 	47 m			129 m	0:00:09	52 kph	4° true
Trackpoint	N60 12.934 E29 56.432	11/06/2004 10:20:53 	51 m			146 m	0:00:12	44 kph	1° true
Trackpoint	N60 13.023 E29 56.415	11/06/2004 10:21:05 	58 m			165 m	0:00:12	50 kph	355° true
Trackpoint	N60 13.127 E29 56.383	11/06/2004 10:21:15 	64 m			196 m	0:00:10	71 kph	351° true
Trackpoint	N60 13.273 E29 56.300	11/06/2004 10:21:27 	71 m			280 m	0:00:12	84 kph	344° true
Trackpoint	N60 13.387 E29 56.198	11/06/2004 10:21:37 	72 m			233 m	0:00:10	84 kph	336° true
Trackpoint	N60 13.528 E29 56.034	11/06/2004 10:21:49 	74 m			301 m	0:00:12	90 kph	330° true
Trackpoint	N60 13.657 E29 55.822	11/06/2004 10:22:01 	77 m			309 m	0:00:12	93 kph	321° true
Trackpoint	N60 13.811 E29 55.481	11/06/2004 10:22:17 	78 m			425 m	0:00:16	96 kph	312° true
Trackpoint	N60 13.966 E29 55.129	11/06/2004 10:22:34 	76 m			433 m	0:00:17	92 kph	312° true
Trackpoint	N60 14.111 E29 54.797	11/06/2004 10:22:50 	75 m			408 m	0:00:16	92 kph	311° true
Trackpoint	N60 14.243 E29 54.498	11/06/2004 10:23:05 	74 m			369 m	0:00:15	89 kph	312° true
Trackpoint	N60 14.368 E29 54.215	11/06/2004 10:23:20 	73 m			349 m	0:00:15	84 kph	312° true
Trackpoint	N60 14.479 E29 53.966	11/06/2004 10:23:33 	72 m			308 m	0:00:13	85 kph	312° true
Trackpoint	N60 14.602 E29 53.674	11/06/2004 10:23:48 	71 m			352 m	0:00:15	85 kph	310° true
Trackpoint	N60 14.665 E29 53.453	11/06/2004 10:23:58 	71 m			235 m	0:00:10	85 kph	300° true
Trackpoint	N60 14.725 E29 53.177	11/06/2004 10:24:08 	70 m			277 m	0:00:10	100 kph	294° true
Trackpoint	N60 14.789 E29 52.875	11/06/2004 10:24:19 	66 m			303 m	0:00:11	99 kph	293° true
Trackpoint	N60 14.870 E29 52.634	11/06/2004 10:24:29 	66 m			268 m	0:00:10	97 kph	304° true
Trackpoint	N60 15.060 E29 52.195	11/06/2004 10:24:49 	66 m			536 m	0:00:20	96 kph	311° true
Trackpoint	N60 15.204 E29 51.937	11/06/2004 10:25:02 	63 m			357 m	0:00:13	99 kph	318° true
Trackpoint	N60 15.461 E29 51.581	11/06/2004 10:25:23 	65 m			579 m	0:00:21	99 kph	326° true
